Img,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18
16,Listen,England,people,writing,memoirs,age,23,,,,,,,,,,,
16,The,feminine,feature,goes,advancing,age,neck,,,,,,,,,,,
16,You,know,youre,living,golden,age,,,,,,,,,,,,
16,In,older,age,Ive,learned,things,slower,I,totalfallinloveafteraday,guy,,,,,,,,
16,You,watch,age,hard,feel,like,sex,symbol,,,,,,,,,,
16,Old,age,sickness,bring,essential,characteristics,man,,,,,,,,,,,
17,I,Ive,said,merely,competent,But,age,incompetence,makes,extraordinary,,,,,,,,
17,I,got,experience,soccer,highest,level,young,age,I,decided,I,wanted,long,possible,,,,
17,Ive,competitive,nature,young,age,eating,bowl,pasta,faster,somebody,wanting,line,,,,,,
17,I,wanted,play,NBA,I,wanted,businessman,basketball,career,I,,,,,,,,
17,Id,like,look,like,Madonna,Im,age,I,look,athletes,love,bodies,,,,,,
17,And,time,I,picked,basketball,age,I,lot,difficulty,I,picked,basketball,I,scrub,things,I,liked,
17,In,1981,age,31,I,voted,best,player,basketball,valuable,player,league,,,,,,
17,Golf,infallible,test,The,man,patch,rough,knowledge,God,watching,play,ball,lies,man,serve,faithfully,,
17,The,thing,I,like,baseball,oneonone,You,stand,mistake,mistake,,,,,,,,
17,Theres,face,earth,thats,playing,sport,highest,level,transplant,,,,,,,,,
17,You,ball,players,jump,gather,home,plate,hugging,theyre,winning,shared,moment,feeling,enter,world,leave,,
17,Its,amazing,competitive,nature,turn,negative,positive,,,,,,,,,,,
17,If,youre,basketball,player,dont,stop,pictures,fans,amazing,game,loves,,,,,,,
17,I,short,goals,better,day,help,teammates,day,ultimate,goal,win,NBA,championship,,,,,
17,To,honest,life,outside,tennis,great,,,,,,,,,,,,
17,The,things,people,sports,believe,These,complete,total,athletes,To,human,beings,highest,level,amazing,,,
17,Wasim,Waqar,amazing,bowlers,I,right,best,world,,,,,,,,,,
17,The,NFL,amazing,page,chapter,life,,,,,,,,,,,,
17,I,got,personal,trainer,I,Joseph,Amazing,Technicolor,Dreamcoat,,,,,,,,,
17,In,football,judged,game,Whoever,amazing,game,seen,,,,,,,,,,
17,I,got,amazing,training,Theatre,Sports,Edmonton,Alberta,I,people,credit,daytime,drama,I,Incredible,training,,
17,The,resilience,people,amazing,I,great,believer,sooner,things,running,terms,sport,area,better,,,,
17,Pilates,amazing,posture,better,Im,starting,muscles,tummy,incredible,,,,,,,,,
17,Athletic,competition,clearly,defines,unique,power,attitude,,,,,,,,,,,
17,And,law,competition,hard,individual,,,,,,,,,,,,,
17,I,expect,best,Im,competitor,Im,competing,,,,,,,,,,,
17,The,ultimate,victory,competition,derived,inner,satisfaction,knowing,best,gotten,,,,,,,,
17,Im,competitive,nature,And,I,like,underdog,Its,best,way,win,,,,,,,
17,Just,best,,,,,,,,,,,,,,,,
17,The,price,success,hard,work,,,,,,,,,,,,,
17,best,thing,I,sport,best,,,,,,,,,,,,,
18,Wrinkles,merely,indicate,smiles,,,,,,,,,,,,,,
18,I,think,life,shows,face,proud,,,,,,,,,,,,
18,As,age,naturally,family,shows,face,If,deny,deny,heritage,,,,,,,,
18,The,defects,mind,like,face,grow,worse,age,,,,,,,,,,
18,Age,imprints,wrinkles,mind,face,,,,,,,,,,,,,
18,The,face,age,25,face,God,gave,face,50,face,earned,,,,,,,
18,As,George,Orwell,says,people,certain,age,face,deserve,,,,,,,,,
18,In,old,age,Ill,LA,,,,,,,,,,,,,
18,I,shall,grow,conservative,age,,,,,,,,,,,,,
18,If,youre,extremely,painfully,frightened,age,shows,,,,,,,,,,,
18,Let,age,envy,draw,wrinkles,thy,cheeks,,,,,,,,,,,
18,It,lies,human,nature,experience,laughs,remember,age,kindly,,,,,,,,,
18,Age,face,lifted,teach,world,admire,wrinkles,etchings,experience,firm,line,character,,,,,,
18,I,happen,interested,watching,face,age,I,like,faces,women,aging,makes,personally,sad,,,,
18,Denying,lines,faces,makes,comment,age,wisdom,I,dont,care,,,,,,,,
18,Young,women,young,age,taught,life,easier,turn,charming,smile,little,complacent,docile,sweet,,,,
18,I,54,age,slowly,writing,face,,,,,,,,,,,,
18,Perhaps,I,know,best,man,laughs,suffers,deeply,invent,laughter,,,,,,,,
18,No,face,matter,stead,truth,This,wears,,,,,,,,,,,
18,Laugh,world,laughs,snore,sleep,,,,,,,,,,,,,
18,Why,feel,like,dope,laugh,thats,usually,end,crying,,,,,,,,,
18,In,laughing,times,know,lucky,quiet,times,know,blessed,And,,,,,,,,
18,I,informed,yesterday,theres,Twitter,account,laugh,Very,hard,things,like,Pretty,amazing,,,,,
18,You,old,I,waking,surprised,look,face,morning,,,,,,,,,,
18,I,stress,answer,lifes,questions,peoples,faces,,,,,,,,,,,
18,When,set,kind,joke,rehearsing,change,scenes,laugh,We,lighten,mood,The,blooper,reel,going,amazing,New,Moon
18,I,homeless,little,bit,I,peoples,couches,amazing,journey,I,got,people,laugh,way,,,,
19,The,biggest,disease,day,age,people,feeling,unloved,,,,,,,,,,
19,It,blessed,thing,age,individuality,courage,stand,convictions,,,,,,,,,,
19,Everybody,past,certain,age,regardless,look,outside,pretty,constantly,dreams,able,escape,lives,,,,,
19,The,surest,sign,age,loneliness,,,,,,,,,,,,,
19,I,encourage,people,age,quick,follow,peoples,truths,search,follow,moral,code,live,integrity,brave,,,
19,I,restore,Im,,,,,,,,,,,,,,,
19,A,man,born,dies,experiences,good,bad,consequences,karma,goes,hell,Supreme,abode,,,,,
19,I,Id,happy,I,spent,Saturday,night,Monday,morning,apartment,Thats,I,refuel,,,,,
19,I,dont,want,I,want,left,,,,,,,,,,,,
19,You,lonely,like,person,youre,,,,,,,,,,,,,
19,I,love,I,companion,companionable,solitude,,,,,,,,,,,,
19,Loneliness,favorite,thing,life,The,thing,Im,worried,anybody,care,care,,,,,,,
19,I,companion,companionable,solitude,We,lonely,abroad,men,stay,chambers,A,man,thinking,working,let,,,
19,I,finally,faced,fact,isnt,crime,having,friends,Being,means,fewer,problems,,,,,,
19,Yes,I,guess,I,loner,I,feel,lonely,crowed,room,boring,people,I,feel,,,,
19,If,lonely,youre,bad,company,,,,,,,,,,,,,
19,Life,wonderful,people,leave,,,,,,,,,,,,,,
19,All,mens,miseries,derive,able,sit,quiet,room,,,,,,,,,,
19,We,rarely,proud,,,,,,,,,,,,,,,
19,We,sentenced,solitary,confinement,inside,skins,life,,,,,,,,,,,
19,Its,interesting,combination,Having,great,fear,having,desperate,need,solitude,solitary,experience,,,,,,
19,If,I,legend,I,lonely,,,,,,,,,,,,,
19,If,write,novel,sit,weave,little,narrative,And,OK,account,,,,,,,,
19,There,end,violations,committed,children,children,quietly,talking,,,,,,,,,,
19,Never,lie,lock,door,wholly,,,,,,,,,,,,,
19,If,man,knew,women,pass,time,theyd,marry,,,,,,,,,,
19,I,dont,like,,,,,,,,,,,,,,,
19,You,100,people,completely,People,dont,realize,like,,,,,,,,,,
19,Let,search,,,,,,,,,,,,,,,,
19,I,happy,sitting,dining,room,table,writing,script,,,,,,,,,,
19,Its,amazing,feeling,studio,,,,,,,,,,,,,,
19,I,best,ideas,I,,,,,,,,,,,,,,
19,Writing,solitary,occupation,Family,friends,society,natural,enemies,writer,He,uninterrupted,slightly,savage,sustain,complete,undertaking,,
19,What,mean,Ive,approached,question,music,technology,writing,means,,,,,,,,,
19,Tis,rose,summer,Left,blooming,All,lovely,companions,Are,faded,gone,,,,,,,
19,For,time,I,lived,luxury,apartment,Sunset,Strip,For,days,I,loved,idea,I,got,lonely,restless,
19,The,right,let,underlying,principle,Constitutions,Bill,Rights,,,,,,,,,,
19,What,good,sitting,room,,,,,,,,,,,,,,
19,This,nourishing,redemptive,inside,,,,,,,,,,,,,,
19,I,Im,Im,lonely,But,I,kidding,,,,,,,,,,,
19,He,world,phantoms,remains,,,,,,,,,,,,,,
19,So,people,suffer,abuse,suffer,,,,,,,,,,,,,
19,Men,formed,society,capable,living,courage,,,,,,,,,,,,
19,Youd,think,Id,happiest,life,playing,music,50000,people,Gillette,Stadium,But,let,tell,odd,feeling,feel,spotlight
19,Youre,ideas,youre,knows,whats,possible,,,,,,,,,,,,
19,I,born,I,shall,I,want,,,,,,,,,,,,
19,Were,outsiders,way,Were,lonely,,,,,,,,,,,,,
19,Even,crushed,brother,Tube,average,Englishman,pretends,desperately,,,,,,,,,,
19,I,dont,know,I,spent,time,kid,bothered,,,,,,,,,,
19,I,dont,like,going,bed,,,,,,,,,,,,,
19,I,knew,I,way,earthling,,,,,,,,,,,,,
19,I,mean,things,youve,people,define,I,mean,people,like,allround,mirrors,lets,face,dont,round,mirror,
19,I,think,teenagers,feel,knows,going,sort,stuff,,,,,,,,,,
19,No,One,Is,Alone,Stephen,Sondheim,thinking,person,,,,,,,,,,
19,No,man,island,No,man,stands,,,,,,,,,,,,
19,Men,beginning,realize,individuals,persons,society,man,weak,adrift,seek,strength,common,action,,,,,
19,For,I,felt,sort,world,comics,especially,States,,,,,,,,,,
19,I,loud,voice,action,silent,,,,,,,,,,,,,
19,I,wonder,Gods,plan,I,life,But,I,peace,I,happiness,people,world,,,,,
19,Most,photographers,work,best,included,,,,,,,,,,,,,
19,I,think,Alone,Dark,action,creature,movie,horror,creature,movie,,,,,,,,
19,Im,fortunate,Ive,business,long,Ive,earned,right,left,record,company,,,,,,,
19,When,I,work,like,dabbling,canvas,Maybe,paint,bits,starts,form,life,lead,direction,It,intuitive,subconscious,process
19,When,I,work,process,like,painting,With,Fleetwood,Mac,like,movie,making,,,,,,
19,Some,people,invade,space,kind,leave,,,,,,,,,,,,
19,Now,I,Im,feeling,I,,,,,,,,,,,,,
19,If,I,lived,Momd,sleep,wouldnt,know,I,okay,,,,,,,,,
19,You,forever,,,,,,,,,,,,,,,,
19,Its,amazing,doesnt,feel,like,10,years,retirement,,,,,,,,,,
20,No,woman,accurate,age,It,looks,calculating,,,,,,,,,,,
20,Youngsters,age,endowed,extraordinary,strength,They,lift,dog,twice,weight,dump,bathtub,,,,,,
20,Few,women,I,fear,reason,I,think,long,sad,years,youth,worth,living,sake,middle,age,,
20,Like,women,age,I,28,years,old,,,,,,,,,,,
20,Those,improve,age,embrace,power,personal,growth,personal,achievement,begin,replace,youth,wisdom,innocence,understanding,lack,purpose,selfactualization
20,Even,voice,heard,loudly,world,day,age,,,,,,,,,,,
20,Its,hard,women,age,Hollywood,Im,discouraged,,,,,,,,,,,
20,Theres,small,club,women,willing,age,,,,,,,,,,,,
20,For,moment,I,prefer,beautiful,woman,age,try,desperately,look,30,,,,,,,
20,My,mother,inspired,treat,I,want,treated,regardless,age,race,financial,status,,,,,,
20,The,golden,opportunity,seeking,It,environment,luck,chance,help,,,,,,,,,
20,I,queen,took,away,crown,wife,killed,husband,mother,deprived,children,My,blood,remains,suffer,long,,
20,No,woman,victim,physical,abuse,Women,feel,like,,,,,,,,,,
20,Slump,world,slumps,Push,push,,,,,,,,,,,,,
20,You,need,community,raise,child,I,raised,children,,,,,,,,,,
20,Yes,I,bring,understanding,woman,Court,I,doubt,affect,decisions,,,,,,,,
20,Im,grown,woman,I,little,fat,know,Am,I,Not,,,,,,,,
20,No,chooses,raise,children,,,,,,,,,,,,,,
20,At,moment,childbirth,woman,aura,isolation,abandoned,,,,,,,,,,,
20,I,thought,basketball,shoe,named,woman,let,,,,,,,,,,,
20,Strength,knows,conflict,weakness,born,vanquished,,,,,,,,,,,,
20,Childbirth,admirable,conquest,amazing,selfdefense,courageous,,,,,,,,,,,,
20,My,mother,coolest,amazing,person,I,know,,,,,,,,,,,
20,There,amazing,stories,country,peoples,work,contribution,acknowledged,To,absolutely,fantastic,feeling,,,,,,
20,My,wife,amazing,She,know,getting,heap,trouble,met,,,,,,,,,
20,Growing,I,looked,major,league,baseball,players,young,women,amazing,incredible,women,board,swimming,gymnastics,softball,basketball,
20,The,satisfaction,finally,beat,dad,amazing,rush,adrenaline,,,,,,,,,,
20,Its,amazing,theyre,cutting,physical,education,programs,school,systems,,,,,,,,,
20,Reese,Witherspoon,everywoman,Shes,managed,family,amazing,career,Thats,goal,,,,,,,,
20,But,I,think,Hillary,Clinton,amazing,women,time,,,,,,,,,,
20,Watching,Bernadette,Peters,perform,like,acting,class,Shes,amazing,,,,,,,,,
20,Alison,Lohman,amazing,actress,I,proud,work,,,,,,,,,,,
21,Youth,best,time,rich,best,time,poor,,,,,,,,,,,
21,Inflation,pay,dollars,tendollar,haircut,dollars,hair,,,,,,,,,,,
21,I,dont,think,poor,deprived,ghetto,girl,good,I,think,somebody,early,age,knew,I,responsible,I,good
21,Not,commerce,world,ideas,age,putting,veritable,clearance,sale,Everything,dirt,cheap,begins,wonder,end,want,bid,
21,I,paid,income,tax,I,object,reaches,stage,I,threatened,having,left,old,age,start,Tuesday,Wednesday,
21,Women,lie,age,men,lie,income,,,,,,,,,,,,
21,There,socialism,little,age,little,money,cure,,,,,,,,,,,
21,Save,money,Youre,going,need,twice,money,old,age,think,,,,,,,,
21,Children,poorest,age,group,America,infants,toddlers,preschoolers,poor,years,greatest,brain,development,,,,,
21,Any,new,financial,order,world,tackle,chief,challenges,age,,,,,,,,,
21,For,students,today,10,percent,children,workingclass,families,graduate,college,age,24,compared,58,percent,uppermiddleclass,wealthy,families
21,If,I,differently,life,I,study,business,Im,trying,teach,daughter,Chloe,early,age,investing,money,shes,afraid
21,I,beggar,single,queen,married,,,,,,,,,,,,,
21,A,man,rich,proportion,number,things,afford,let,,,,,,,,,,
21,There,types,poor,people,poor,poor,The,TRUE,poor,rich,people,luck,,,,,,
21,I,grown,Ive,taken,care,I,worked,earned,money,independent,18,,,,,,,
21,Im,dad,I,longer,way,kids,inherit,money,Im,making,let,idea,create,lifetime,,,,
21,I,dont,wanna,hear,complain,theyre,getting,paid,money,people,wont,leave,Its,,,,,
21,I,believe,capitalism,everybody,necessarily,high,finance,capitalism,works,working,men,women,country,paddling,America,right,,
21,It,frightening,feel,standing,rich,powerful,person,attendant,helpers,,,,,,,,,
21,The,thing,I,wrote,writing,class,night,school,It,poor,woman,worked,dime,store,Christmas,Laurel,Mississippi,
21,If,dream,worth,simply,work,dont,think,personalities,emotional,conflicts,money,family,distractions,amazing,quickly,5000,steps,
21,There,lot,people,lot,money,Im,amazed,dont,understand,great,pleasure,,,,,,,
21,Its,amazing,people,dont,ask,Many,send,money,believe,message,,,,,,,,
21,Money,amazing,teacher,What,choose,money,shows,truly,powerful,powerless,,,,,,,,
21,Its,amazing,matter,money,bad,decisions,months,youre,street,begging,,,,,,,,
21,As,actor,achieved,financial,stability,amazing,But,I,weird,fear,Im,going,work,having,money,,,
21,The,thing,I,dont,believe,whats,The,financial,imaginative,energy,thats,mediocrity,amazing,I,fundamentally,offensive,human,
22,Each,moment,happy,lovers,hour,worth,age,dull,common,life,,,,,,,,
22,Believe,happy,age,days,architects,days,builders,,,,,,,,,,,
22,Life,age,miserable,moment,happy,,,,,,,,,,,,,
22,Each,age,deemed,newborn,year,fittest,time,festal,cheer,,,,,,,,,
22,Everyone,knows,far,happiest,universally,enjoyable,age,man,What,babies,makes,hug,kiss,fondle,enemy,help,age,
22,Oh,I,loved,age,seventeen,idiot,I,today,Happiness,like,smallpox,catch,soon,completely,ruin,constitution,,
22,You,certain,age,prepare,happiness,Sometimes,remember,actually,happy,,,,,,,,,
22,No,I,funny,stage,I,I,think,I,funny,person,classmates,I,young,,,,,
22,I,happy,able,play,roles,people,age,mature,turning,,,,,,,,,
22,A,sense,freedom,happily,comes,age,life,experience,,,,,,,,,,
22,I,vividly,remember,14,That,age,I,started,happy,I,started,writer,stopped,loser,,,,
22,The,man,genius,finds,joy,art,work,come,hell,high,water,,,,,,,
22,The,happiness,ones,heart,satisfy,soul,try,include,necessary,ones,happiness,happiness,,,,,,
22,Recommend,children,virtue,happy,gold,,,,,,,,,,,,,
22,Happy,man,happy,today,secure,tomorrow,thy,worst,I,lived,today,,,,,,,
22,Happiness,cultivated,It,like,character,It,thing,safely,let,moment,run,weeds,,,,,,
22,Ive,left,paparazzi,sells,sex,scandal,Absent,dont,Im,married,working,happy,,,,,,
22,I,dont,know,I,think,funny,I,think,funny,I,Its,absurd,Im,,,,,
22,Why,Cloud,9,amazing,What,wrong,Cloud,8,That,joke,came,head,head,aint,funny,,,
22,Well,I,happy,chosen,issue,I,got,cover,surprise,amazing,,,,,,,,
22,Oh,God,amazing,cool,breeze,coming,window,sun,shining,Im,happy,,,,,,,
22,Its,amazing,good,getting,moving,makes,feel,,,,,,,,,,,
22,My,size,helped,amazing,performer,The,cliche,Funny,Fat,Friend,,,,,,,,
22,Nobody,come,close,amazing,,,,,,,,,,,,,,
22,Thats,amazing,moment,time,hear,radio,Its,thrilling,,,,,,,,,,
22,It,amazing,nice,people,know,youre,going,away,,,,,,,,,,
