Image,Quote
13, Glasgow's not a media center. When you're there when you're hanging about you feel quite detached from musical movements or fashions or anything like that. You do feel quite alone in a good way.
13, I'm actually not an exhibitionist at all. When you get onstage and you get under the lights playing music I feel more hidden and more alone than anywhere else. You hide behind your music and let your emotions come out through the music.
13, Music is one of those things that make us feel a little less alone in the world.
13, That song is a story that shows how easily you could get slipped into being labeled as the bad guy even though what you really trying to do is tell the bad guy to leave you alone.
13, It was amazing to me that all of a sudden I was hearing my music on the radio and coming out of cars.
13,In 29 years I had recorded over 2200 songs. I was amazed.
13, Music is amazing. There's some metaphysical comfort where it allows you to be isolated and alone while telling you that you are not alone... truly the only cure for sadness is to share it with someone else.
13, How can you sing of amazing grace and all God's wonders without using your hands?
13, I'm so happy to be able to give kids the opportunity to learn about amazing world of dance and music that I've have been lucky enough to make such a big part of my own life.
13, I kicked the door open and I'm gonna hold my leg in there. I'm keeping the door open for all these amazing female singer-songwriters that are coming out.
13,With the song 'This Christmas' I wanted to do something that was kind of different. I mean Donny Hathaway is an amazing artist. So I wanted to bring my flavor to the song so when people over the age of 45 or 50 hear it they'll be like 'OK he did his thing with that record.' It's like I can appeal to everybody and not just a younger demographic.
13, I think the amazing thing about gospel music is that not only does it lift up the death and resurrection of our Lord which is consistent with the Gospel but it is uniquely communicated depending upon the generation.
13, It was an amazing adventure it was my dream to be in an American musical... I really hope you are going to love what you are going to see.
13, I loved hip-hop. The first stuff I heard was Public Enemy and I couldn't believe it. It was amazing and I've always loved hip-hop.
13, Singing really is acting. In a lot of ways it's much more personal. I love music and being able to work on that is amazing.
13, I believe I could have had a career in the music industry without 'X Factor' but it was an amazing platform that propelled me to where I am now.
13,Strangely enough when the Sugababes' 'Freak Like Me' went to number 1 which was built around my 'Are 'Friends' Electric' song I had another song called 'Rip' go to number 1 in the Kerrang TV chart so I was pulling new people in from very different areas of musical interest. That was quite an amazing week.
13, When Maurice touched a keyboard it was like something from a movie magical. He would always give you something from a movie and you'd go what did you just play... immediately inspirational writings amazing. That's what we're going to miss.
13, Considering the amount of information we're bombarded by it's amazing if a song can transcend time.
13, On the surface rock and roll changes at an amazing pace. The influence of a figure like the Maharishi can appear and disappear in a matter of months. Talk about old fashioned rock and roll finds itself dead before it begins.
13,Well what I love about '80s rock music is the amazing fantastic melodies.
13, It was amazing and inspiring to see so many people come together through music to aid the great state of Vermont.
13, 'The Dance Scene' is basically the most amazing dance show in the world and it follows me as a creative director. You see how I maintain that creativity.
13, One of the first things the young composers who come to work with me say is that they want to write music people will like instead of gaining their credentials by being rejected by the audience.
13, I jetset around and play these songs and get to hang with some pretty amazing people
13, They were so good that you just had to sing the song to them once and they got it. It's amazing. Sometimes it didn't come out the way you wanted but it was good.
13, It was a relief to be able to do my own band because I was very responsible for all this amazing music I didn't want to mess up before.
15, The kids are old enough now - I just want to let them be kids. I don't want to comment on them too much. They're at an age where I just want to let them be kids.
15, Instead of being presented with stereotypes by age sex color class or religion children must have the opportunity to learn that within each range some people are loathsome and some are delightful.
15, Talk is by far the most accessible of pleasures. It costs nothing in money it is all profit it completes our education founds and fosters our friendships and can be enjoyed at any age and in almost any state of health.
15, Age merely shows what children we remain.
15, I suppose when they reach a certain age some men are afraid to grow up. It seems the older the men get the younger their new wives get.
15, Youth has no age.
15, Youth is a blunder Manhood a struggle Old Age a regret.
15, Not to expose your true feelings to an adult seems to be instinctive from the age of seven or eight onwards.
15, Childhood the period of human life intermediate between the idiocy of infancy and the folly of youth - two removes from the sin of manhood and three from the remorse of age.
15, We are always the same age inside.
15, I believe we should encourage children to sing and play instruments from an early age.
15, Children rarely want to know who their parents were before they were parents and when age finally stirs their curiosity there is no parent left to tell them.
15, Invention is the talent of youth as judgment is of age.
15, Children also have artistic ability and there is wisdom in there having it! The more helpless they are the more instructive are the examples they furnish us and they must be preserved free of corruption from an early age.
15, Of course the ideal scenario for parenting is obviously two parents of a mature age.
15,You know what makes me feel old? When I see girls who are 20-something or the new crop of actresses and think Aren't we kind of the same age?
15, Learning to dislike children at an early age saves a lot of expense and aggravation later in life.
15, At the age of four with paper hats and wooden swords we're all Generals. Only some of us never grow out of it.
15, Where children are there is the golden age.
15, There are only two things a child will share willingly communicable diseases and its mother's age.
15, My best friend just had a baby and she's my age. So I'm a godmom now which is crazy.
15, I love my kids and the moments I have with them and it's kind of weird it's such an age old cliche but the way that my sons the way they make me feel when I look at them the way they say things no one else would probably react to them but it's a special thing for me.
15,When I write about a 15-year old I jump I return to the days when I was that age. It's like a time machine. I can remember everything. I can feel the wind. I can smell the air. Very actually. Very vividly.
15, There is a certain age at which a child looks at you in all earnestness and delivers a long pleased speech in all the true inflections of spoken English but with not one recognizable syllable.
15, I can't wait to be that age and hanging out with a bunch of people hanging out all day playing golf and going to the beach all my own age. We'd be laughing and having a good time and getting loopy on our prescription drugs. Driving golf carts around. I can't wait.
15, I would love a family. I'm at the age where the wish for a child gets stronger. But who knows.
15, Parents must take responsibility for their children and show them love and guidance from an early age so they learn to respect the rights of others.
15, Parenting is an impossible job at any age.
15, I don't mind my age.
15, Childhood itself is scarcely more lovely than a cheerful kindly sunshiny old age.
15, Being a child at home alone in the summer is a high-risk occupation. If you call your mother at work thirteen times an hour she can hurt you.
15, Children dear and loving children can alone console a woman for the loss of her beauty.
15, All species capable of grasping this fact manage better in the struggle for existence than those which rely upon their own strength alone the wolf which hunts in a pack has a greater chance of survival than the lion which hunts alone.
15, Recommend virtue to your children it alone not money can make them happy. I speak from experience.
15, I never did anything alone. Whatever was accomplished in this country was accomplished collectively.
15, In Turkey you're not allowed to be left alone in the hospital. The nurse teaches the family how to do things and somebody is always there with the patient.
15,It's always easier if you have the support of your family if you're not alone. I came from a country that has been through a lot of troubles in the last 20 to 30 years but we have been through them together.
15, I grew up in a very large family in a very small house. I never slept alone until after I was married.
15, I delight in my family obligations but they leave little time for breaks let alone quick trips across the country.
15, I love working with a cast and a group of people every day which is different than recording because you're usually pretty isolated and alone. They serve as a good balance for each other.
15, By being friends with all we are not alone.
15, Having gone through so many of the personal things I've gone through its about creating an (online) space for girls to be heard. I don't profess to have all the answers. But Ask Elizabeth is a space where girls are not alone.
15, But if you observe children learning in their first few years of life you can see that they can and do learn on their own - we leave them alone to crawl walk talk and gain control over their bodies. It happens without much help from parents.
15, It's necessary to start most work alone. But I'm tickled to death when I can pull somebody in or join someone whether it's borrowing poetry or traveling with an associate.
15,And you know when I was growing up I knew I wanted to have kids but I knew I didn't want to do it alone. Then once I was 41 42 I had to accept that I probably wouldn't have kids unless I decided to adopt later on but even then it would be with a partner.
15, My brother and Lauren are very close with me and they are in Sun Valley so sometimes I need to go there and feel their presence. And there are times I need to see my bro' alone.
15, Being a teenager is an amazing time and a hard time. It's when you make your best friends 
15, I love being around my friends and my family and spending time with my husband. I like being normal and recharging my batteries and I feel like I have the coolest job in the world where I get to get on stage and perform and get to do a lot of really amazing things.
15, My mother encouraged it so much. She was so supportive. Even if as a kid I would do the dumbest trick which now that I look back on some things she would love it she would say that's amazing or if I'd make the ugliest drawing she would hang it up. She was amazing.
15, Youth is an amazing thing I think back on when we did The Lost Boys and I didn't think I could do anything wrong.
15, I've had some amazing people in my life. Look at my father - he came from a small fishing village of five hundred people and at six foot four with giant ears and a kind of very odd expression thought he could be a movie star. So go figure you know?
15, I think having children is the most amazing thing.
15, I was blessed because I come from a family where they knock you down before you float away. 
15, My mom was amazing. She believed in me and we were best friends.
15, When you're a stay-at-home mother you have to pretend it's really boring but it's not. It's enriching and fulfilling and an amazing experience. And then when you're a working mother you have to pretend that you feel guilty all day long.
15, Fatherhood is the most amazing thing that could ever have happened in my life.
15, Being on 'Glee' was amazing. I remember my first day on set my first day I arrived to the set I was in my trailer and all of the actors came and banged on my door - Lea Michele Chris Colfer Amber Riley Naya Rivera. They all welcomed me with open arms so it was a great experience. It felt like family and I miss them a lot over there.
15, Birdie is amazing and such an incredible child and I'm having such a great time being a mom but I still want to have a career and I still look forward to auditions and parts and when I don't get them I'm disappointed.
15,My relationship with my mom is so amazing. We never got to have that stage that people go through like when you're 13 and you think you're too cool for your parents. When you're embarrassed by them and stuff. We never went through that because I was constantly working and she constantly had to be there.
15, I had an amazing experience working with great people. I had a great family a typical family with drama in certain areas and that's pretty much everywhere in everyone's life.
15, The unconditional love for you child it's truly amazing.
16, Age is an issue of mind over matter. If you don't mind it doesn't matter.
16, A diplomat is a man who always remembers a woman's birthday but never remembers her age.
16, As I grow older I pay less attention to what men say. I just watch what they do.
16, How incessant and great are the ills with which a prolonged old age is replete.
16, Old age believe me is a good and pleasant thing. It is true you are gently shouldered off the stage but then you are given such a comfortable front stall as spectator.
16, Old age has deformities enough of its own. It should never add to them the deformity of vice.
16, Nobody grows old merely by living a number of years. We grow old by deserting our ideals. Years may wrinkle the skin but to give up enthusiasm wrinkles the soul.
16, An archaeologist is the best husband a woman can have. The older she gets the more interested he is in her.
16, All diseases run into one old age.
16, Like everyone else who makes the mistake of getting older I begin each day with coffee and obituaries.
16, Age appears to be best in four things old wood best to burn old wine to drink old friends to trust and old authors to read.
16, None are so old as those who have outlived enthusiasm.
16, Every man over forty is a scoundrel.
16, Forty is the old age of youth fifty the youth of old age.
16, You can't help getting older but you don't have to get old.
16, Alas after a certain age every man is responsible for his face.
16, Youth is when you're allowed to stay up late on New Year's Eve. Middle age is when you're forced to.
16, Old age is like everything else. To make a success of it you've got to start young.
16, A comfortable old age is the reward of a well-spent youth. Instead of its bringing sad and melancholy prospects of decay it would give us hopes of eternal youth in a better world.
16, A man growing old becomes a child again.
16,I will never be an old man. To me old age is always 15 years older than I am.
16, Age considers youth ventures.
16,What most persons consider as virtue after the age of 40 is simply a loss of energy.
16, Age is a very high price to pay for maturity.
16, Old age is no place for sissies.
16, I don't feel old. I don't feel anything till noon. That's when it's time for my nap.
16, As I approve of a youth that has something of the old man in him so I am no less pleased with an old man that has something of the youth. He that follows this rule may be old in body but can never be so in mind.
16, I don't believe one grows older. I think that what happens early on in life is that at a certain age one stands still and stagnates.
16, Advice in old age is foolish for what can be more absurd than to increase our provisions for the road the nearer we approach to our journey's end.
16, When grace is joined with wrinkles it is adorable. There is an unspeakable dawn in happy old age.
16, It takes a long time to become young.
16, After thirty a body has a mind of its own.
16, Age is not a particularly interesting subject. Anyone can get old. All you have to do is live long enough.
16, Old minds are like old horses you must exercise them if you wish to keep them in working order.
16, Forty is the old age of youth fifty is the youth of old age.
16,Preparation for old age should begin not later than one's teens. A life which is empty of purpose until 65 will not suddenly become filled on retirement.
16, There is always some specific moment when we become aware that our youth is gone but years after we know it was much later.
16, Growing old is no more than a bad habit which a busy person has no time to form.
16, As long as any adult thinks that he like the parents and teachers of old can become introspective invoking his own youth to understand the youth before him he is lost.
16, Old age is fifteen years older than I am.
16, Aging is not lost youth but a new stage of opportunity and strength.
16, The great secret that all old people share is that you really haven't changed in seventy or eighty years. Your body changes but you don't change at all. And that of course causes great confusion.
16, The trick is growing up without growing old.
16, Old age comes on suddenly and not gradually as is thought.
16, I'm happy to report that my inner child is still ageless.
16, It is sad to grow old but nice to ripen.
16, One of the many things nobody ever tells you about middle age is that it's such a nice change from being young.
16, After you're older two things are possibly more important than any others health and money.
16, You end up as you deserve. In old age you must put up with the face the friends the health and the children you have earned.
16, I'm not interested in age. People who tell me their age are silly. You're as old as you feel.
16,My notion of a wife at 40 is that a man should be able to change her like a bank note for two 20s.
16, Old age is like a plane flying through a storm. Once you're aboard there's nothing you can do.
16, In youth the days are short and the years are long. In old age the years are short and day's long.
16, The aging process has you firmly in its grasp if you never get the urge to throw a snowball.
16, Age is how we determine how valuable you are.
16, Middle age is when your age starts to show around your middle.
16, Aging seems to be the only available way to live a long life.
16, I think when the full horror of being fifty hits you you should stay home and have a good cry.
16, To keep the heart unwrinkled to be hopeful kindly cheerful reverent that is to triumph over old age.
16, If you're old don't try to change yourself change your environment.
16, Old age is an excellent time for outrage. My goal is to say or do at least one outrageous thing every week.
16, I want to get old gracefully. I want to have good posture I want to be healthy and be an example to my children.
16, You know you're getting old when all the names in your black book have M. D. after them.
16, What makes old age so sad is not that our joys but our hopes cease.
16, Old age is a shipwreck.
16, While one finds company in himself and his pursuits he cannot feel old no matter what his years may be.
16, To resist the frigidity of old age one must combine the body the mind and the heart. And to keep these in parallel vigor one must exercise study and love.
16, Old age is the most unexpected of all the things that can happen to a man.
16, No one can avoid aging but aging productively is something else.
16, We should so provide for old age that it may have no urgent wants of this world to absorb it from meditation on the next. It is awful to see the lean hands of dotage making a coffer of the grave.
16, No man is ever old enough to know better.
16, The denunciation of the young is a necessary part of the hygiene of older people and greatly assists the circulation of the blood.
16, In youth we run into difficulties. In old age difficulties run into us.
16, We pay when old for the excesses of youth.
16, The answer to old age is to keep one's mind busy and to go on with one's life as if it were interminable. I always admired Chekhov for building a new house when he was dying of tuberculosis.
16, We've put more effort into helping folks reach old age than into helping them enjoy it.
16, The real sadness of fifty is not that you change so much but that you change so little.
16, I'm not afraid of aging.
16, He has a profound respect for old age. Especially when it's bottled.
16, Whatever poet orator or sage may say of it old age is still old age.
16, To keep the heart unwrinkled to be hopeful kindly cheerful reverent - that is to triumph over old age.
16, In old age we are like a batch of letters that someone has sent. We are no longer in the past we have arrived.
16, There's no such thing as old age there is only sorrow.
16, Those who love deeply never grow old they may die of old age but they die young.
16, I get all fired up about aging in America.
16, The really frightening thing about middle age is the knowledge that you'll grow out of it.
16, There is an anti-aging possibility but it has to come from within.
16, When a noble life has prepared old age it is not decline that it reveals but the first days of immortality.
16, The whole business of marshaling one's energies becomes more and more important as one grows older.
16, The tendency of old age to the body say the physiologists is to form bone. It is as rare as it is pleasant to meet with an old man whose opinions are not ossified.
16, Old age adds to the respect due to virtue but it takes nothing from the contempt inspired by vice it whitens only the hair.
16, As men get older the toys get more expensive.
16, I find that a man is as old as his work. If his work keeps him from moving forward he will look forward with the work.
16, The age of a woman doesn't mean a thing. The best tunes are played on the oldest fiddles.
16, Life would be infinitely happier if we could only be born at the age of eighty and gradually approach eighteen.
16, A stockbroker urged me to buy a stock that would triple its value every year. I told him 'At my age I don't even buy green bananas.'
16, When marrying ask yourself this question. Do you believe that you will be able to converse well with this person into your old age? Everything else in marriage is transitory.
16, Probably the happiest period in life most frequently is in middle age when the eager passions of youth are cooled and the infirmities of age not yet begun as we see that the shadows which are at morning and evening so large almost entirely disappear at midday.
16, Age is whatever you think it is. You are as old as you think you are.
16, The golden age is before us not behind us.
16, Thomas Jefferson once said 'We should never judge a president by his age only by his works.' And ever since he told me that I stopped worrying.
16, Age does not protect you from love. But love to some extent protects you from age.
16, Old age is just a record of one's whole life.
16, He who is of calm and happy nature will hardly feel the pressure of age but to him who is of an opposite disposition youth and age are equally a burden.
16, Age is something that doesn't matter unless you are a cheese.
16, To me - old age is always ten years older than I am.
16, Age is not important unless you're a cheese.
16, A woman has the age she deserves.
16, The older I grow the more I distrust the familiar doctrine that age brings wisdom.
16, I think being able to age gracefully is a very important talent. It is too late for me.
16, Error is acceptable as long as we are young but one must not drag it along into old age.
16, Age wrinkles the body. Quitting wrinkles the soul.
16, I don't need you to remind me of my age. I have a bladder to do that for me.
16, A woman telling her true age is like a buyer confiding his final price to an Armenian rug dealer.
16, How young can you die of old age?
16, Age does not protect you from love. But love to some extent protects you from age.
16, Middle age is when you're sitting at home on a Saturday night and the telephone rings and you hope it isn't for you.
16, If youth knew if age could.
16, Old age is not a matter for sorrow. It is matter for thanks if we have left our work done behind us.
16, Age is just a number. It's totally irrelevant unless of course you happen to be a bottle of wine.
16, Nobody expects to trust his body overmuch after the age of fifty.
16, Old age realizes the dreams of youth look at Dean Swift in his youth he built an asylum for the insane in his old age he was himself an inmate.
16, I have the problems of I must confess old age.
16, Bad news isn't wine. It doesn't improve with age.
16, Age is a case of mind over matter. If you don't mind it don't matter.
16, The harvest of old age is the recollection and abundance of blessing previously secured.
16, Old age the crown of life our play's last act.
16, I think women should start to embrace their age. What's the alternative to getting older? You die. I can't change the day I was born. But I can take care of my skin my body my mind and try to live my life and be happy.
16, Wisdom doesn't necessarily come with age. Sometimes age just shows up all by itself.
16, Rashness belongs to youth prudence to old age.
16, Old age is a tyrant who forbids under pain of death the pleasures of youth.
16, If you live to be one hundred you've got it made. Very few people die past that age.
16, Old age is far more than white hair wrinkles the feeling that it is too late and the game finished that the stage belongs to the rising generations. The true evil is not the weakening of the body but the indifference of the soul.
16, Old age has its pleasures which though different are not less than the pleasures of youth.
16, Old age is when the liver spots show through your gloves.
16, What is an adult? A child blown up by age.
16, The wisdom of age don't stop walking.
16, Age is strictly a case of mind over matter. If you don't mind it doesn't matter.
16, 'Age' is the acceptance of a term of years. But maturity is the glory of years.
16, What makes old age hard to bear is not the failing of one's faculties mental and physical but the burden of one's memories.
16, Age is a matter of feeling not of years.
16, Nice to be here? At my age it's nice to be anywhere.
16, I'm very pleased to be here. Let's face it at my age I'm very pleased to be anywhere.
16, The people who live in a golden age usually go around complaining how yellow everything looks.
16, I'm inspired by people who keep on rolling no matter their age.
16,Why should 20-year-olds only be considered sexy? I think we get better with age.
16,I'm glad I was born when I was. My time was the golden age of variety. If I were starting out again now maybe things would happen for me but it certainly would not be on a variety show with 28 musicians 12 dancers two major guest stars 50 costumes a week by Bob Mackie. The networks just wouldn't spend the money today.
16, I've never worried about age.
16, To me age is a number just a number. Who cares?
16, At its best our age is an age of searchers and discoverers and at its worst an age that has domesticated despair and learned to live with it happily.
16, When you get to a certain age there is no coming back.
16, One of the many pleasures of old age is giving things up.
16, We tried not to age but time had its rage.
16, Michelle Pfeiffer hasn't been finding a lot of work recently because she doesn't like what a woman her age is offered. That's a real double standard. You get Sean Connery who gets older and older still playing opposite young ladies but it doesn't work the other way around.
16, Old age and treachery will always beat youth and exuberance.
16, At this age I should be leading a quiet life.
16, Age for me is just a number.
16, Some of your teachers are actually closer in age to you than you think.
16, Age is not measured by years. Nature does not equally distribute energy. Some people are born old and tired while others are going strong at seventy.
16, I am at that age when you panic at the slightest thing.
16, Old age is not a disease - it is strength and survivorship triumph over all kinds of vicissitudes and disappointments trials and illnesses.
16, Study until twenty-five investigation until forty profession until sixty at which age I would have him retired on a double allowance.
16, At my age it is unseemly to be pessimistic.
16,I don't know why people are so obsessed with age anyway. I mean 90 is the new 70 70 is the new 50 and 50 is the new 40 so the whole act-your-age thing? Only up to a point.
16, I don't look my age I don't feel my age and I don't act my age. To me age is just a number.
16, Filth and old age I'm sure you will agree are powerful wardens upon chastity.
16, Old age is an insult. It's like being smacked.
16, I feel more mature than most people my age.
16, Age does not bring you wisdom age brings you wrinkles.
16, Maybe I'll be a feminist in my old age.
16, You can fake your age or mask it but the passion that moves the characters has to be real.
16, I think that clearly it has an influence to be coming of age during the punk rock era to come from a difficult and sporadically violent background to have been in and out of such chaos I think it actually helps. But I don't know for sure.
16, I'd date someone younger or older age doesn't matter to me. Or looks really - it's all about maturity.
16, Writers obviously have to bear witness to the harsh face of the age.
16, Stop living a day at a time and stop worrying about age.
16,I think that age as a number is not nearly as important as health. You can be in poor health and be pretty miserable at 40 or 50. If you're in good health you can enjoy things into your 80s.
16, Middle age is when your broad mind and narrow waist begin to change places.
16, To be perfectly honest I think that as I'm growing older I'm just growing more impatient. I'll be very happy if at some point people say 'Michael's grown wiser and softer in his old age.' But we'll have to wait and see what my next project is.
16, A woman my age is not supposed to be attractive or sexually appealing. I just get kinda tired of that.
16,Listen in England people are already writing their memoirs at the age of 23.
16, The first feminine feature that goes with advancing age is the neck.
16, You just never know when you're living in a golden age.
16, In my older age I've learned to take things slower because I used to be that total-fall-in-love-after-a-day guy.
16, You watch yourself age and it's hard to feel like a sex symbol.
16, Old age and sickness bring out the essential characteristics of a man.
17, I am as I've said merely competent. But in an age of incompetence that makes me extraordinary.
17,I think the sport of wrestling which I became involved with at the age of 14... I competed until I was 34 kind of old for a contact sport. I coached the sport until I was 47. I think the discipline of wrestling has given me the discipline I have to write.
17, I got to experience soccer at the highest level at a young age I decided I wanted to be part of that for as long as possible.
17, I knew at a young age whether I was playing baseball or hockey or lacrosse that my teammates were counting on me whether it be to strike the last batter out in a baseball game or score a big goal in a hockey game.
17, I've been very competitive by nature from a young age whether it was eating a bowl of pasta faster than somebody else or always wanting to be the first one in line.
17, When I was a little kid I used to play with guys twice my age so I was the last one picked so if I picked I knew that I had to get the ball to the scorer if I wanted to stay on the court so that was pretty much my job.
17, I wanted to play in the NBA and I wanted to be a businessman after my basketball career was over and that is what I am doing now.
17, I'd like to look like Madonna when I'm her age. I also look at athletes and love their bodies.
17, And from the first time I picked up a basketball at age eight - I had a lot of difficulty when I first picked up a basketball because I was a scrub - there were things that I liked about it.
17,In 1981 at age 31 I was voted the best player in basketball and the most valuable player in the league.
17,I remember when I was 6 years old and my brother used to go seek out guys that were 13 to come over and play football against me while he was the 'permanent quarterback.' I didn't know exactly what the age difference was but I was already playing against older guys.
17, Golf... is the infallible test. The man who can go into a patch of rough alone with the knowledge that only God is watching him and play his ball where it lies is the man who will serve you faithfully and well.
17, The thing I like about baseball is that it's one-on-one. You stand up there alone and if you make a mistake it's your mistake. 
17, We've just got to be careful - with all sports let alone cricket - I think there's so much emphasis on doing the right thing all the time but I think the public want to be entertained when they come to watch sport.
17, There's nobody else on the face of this earth that's playing a sport at a highest level... with a transplant. 
17, As the only girl growing up among three brothers I was always afraid of being excluded. If there was a game to be played a sport to be learned a competition to join I was on my feet and ready. I didn't spend much time alone for fear that I'd miss out.
17, You see it when ball players jump up and down gather at home plate hugging and it's not just because they're winning it's that shared moment that feeling of - we enter the world alone we leave alone.
17, It's amazing how a competitive nature can turn a negative into something positive.
17, If you're a basketball player and you don't stop and take pictures with your fans you can have an amazing game and everyone still loves you.
17, I have short goals - to get better every day to help my teammates every day - but my only ultimate goal is to win an NBA championship. 
17, To be honest everything in my life outside of tennis is great. 
17, The things that people do now in sports you can't even believe. These are complete total athletes. To see what human beings can do in the highest level is amazing.
17, Wasim and Waqar were amazing bowlers. I would put them right up there with the best in the world.
17, The NFL has been an amazing page in this chapter of my life.
17, I started running outside when I was at 'Biggest Loser.' Then I got runner's knee and thought I was never going to be able to shake it. When I overcame that and ran the L.A. Marathon it was such an amazing thing and now running is such a part of my routine.
17, I got personal trainer when I did 'Joseph and the Amazing Technicolor Dreamcoat.' 
17, In football you always get judged on your last game. Whoever you are or how amazing you are it's the last game that everyone has seen.
17, I got amazing training both with Theatre Sports... back in Edmonton Alberta - I can't give those people enough credit - and the daytime drama I did. Incredible training both of them.
17, The resilience of these people is amazing. I am a great believer that the sooner we get things up and running in terms of sport in this area the better.
17, As a kid who wasn't into sports at school I felt almost alienated at times whereas in the theatre community there was this amazing sense of camaraderie. Early on we would go to rehearsals with my dad and I was like the mascot for the backstage crew. That was a big part of my childhood so I dreamed of one day doing a play in London.
17, Pilates is amazing my posture is so much better and I'm even starting to get muscles on my tummy - it's incredible.
17, I enjoyed being a teammate of Deion Sanders. He brings different elements to the game that many people would not even realize and to watch and witness a superior talent like him and watch him prepare and train and study the game is truly amazing.
17, Anyone who has played the game professionally you're always taught that the ball is the most important most precious thing so when the ball hits the ground it's always a mad scramble. It's amazing how many times there is a fumble and the person who recovers it initially doesn't walk away with the ball.
17, Athletic competition clearly defines the unique power of our attitude
17, And while the law of competition may be sometimes hard for the individual it is best for the race
17, I just always expect the best because I'm a competitor and if I'm competing then obviously I'm trying to be better in everything
17, The ultimate victory in competition is derived from the inner satisfaction of knowing that you have done your best and that you have gotten the most out of what you had to give
17, I'm very competitive by nature. And I like to be the underdog - It's the best way to win
17, Just do what you do best
17, The price of success is hard work dedication to the job at hand and the determination that whether we win or lose we have applied the best of ourselves to the task at hand
17, the best thing I can do for my sport is to be the best at it
19, I think the biggest disease the world suffers from in this day and age is the disease of people feeling unloved. I know that I can give love for a minute for half an hour for a day for a month but I can give. I am very happy to do that I want to do that.
19, The biggest disease this day and age is that of people feeling unloved.
19, It is a blessed thing that in every age some one has had the individuality enough and courage enough to stand by his own convictions.
19, Everybody past a certain age regardless of how they look on the outside pretty much constantly dreams of being able to escape from their lives.
19, The surest sign of age is loneliness.
19, I would always encourage people of any age not to be so quick to follow other people's truths but to search and follow your own moral code and live by your own integrity and mostly just be brave.
19, I restore myself when I'm alone.
19, A man is born alone and dies alone and he experiences the good and bad consequences of his karma alone and he goes alone to hell or the Supreme abode.
19, I have to be alone very often. I'd be quite happy if I spent from Saturday night until Monday morning alone in my apartment. That's how I refuel.
19, I don't want to be alone I want to be left alone.
19, You cannot be lonely if you like the person you're alone with.
19, I love to be alone. I never found the companion that was so companionable as solitude.
19, Loneliness is my least favorite thing about life. The thing that I'm most worried about is just being alone without anybody to care for or someone who will care for me.
19, I have never found a companion that was so companionable as solitude. We are for the most part more lonely when we go abroad among men than when we stay in our chambers. A man thinking or working is always alone let him be where he will.
19, I finally faced the fact that it isn't a crime not having friends. Being alone means you have fewer problems.
19, Yes I guess you could say I am a loner but I feel more lonely in a crowed room with boring people than I feel on my own.
19, If you are lonely when you're alone you are in bad company.
19, Life could be wonderful if people would leave you alone.
19, All men's miseries derive from not being able to sit in a quiet room alone.
19, We are rarely proud when we are alone.
19, We are all sentenced to solitary confinement inside our own skins for life.
19, It's an interesting combination Having a great fear of being alone and having a desperate need for solitude and the solitary experience. 
19, If I am a legend then why am I so lonely?
19, A man can be himself only so long as he is alone.
19, What a lovely surprise to finally discover how unlonely being alone can be.
19, When so many are lonely as seem to be lonely it would be inexcusably selfish to be lonely alone.
19, You come into the world alone and you go out of the world alone yet it seems to me you are more alone while living than even going and coming.
19, To live alone is the fate of all great souls.
19, The time you feel lonely is the time you most need to be by yourself.
19, I've also seen that great men are often lonely. 
19, I only go out to get me a fresh appetite for being alone.
19, The lonely become either thoughtful or empty.
19, There's a tremendous difference between alone and lonely. You could be lonely in a group of people. I like being alone. I like eating by myself. I go home at night and just watch a movie or hang out with my dog. I have to exert myself and really say oh God I've got to see my friends 'cause I'm too content being by myself.
19, I really enjoy being single again. I spent a lot of time in a relationship and the nearer we came to the end the more difficult it got. You don't see things clearly as long as you're still involved.
19, The best part about being alone is that you really don't have to answer to anybody. You do what you want.
19, Who knows what true loneliness is - not the conventional word but the naked terror? To the lonely themselves it wears a mask. The most miserable outcast hugs some memory or some illusion.
19, Living alone makes it harder to find someone to blame.
19, As a body everyone is single as a soul never.
19, The capacity for not feeling lonely can carry a very real price that of feeling nothing at all.
19, Always give a word or sign of salute when meeting or passing a friend or even a stranger if in a lonely place.
19, All men's misfortunes spring from their hatred of being alone.
19, To dare to live alone is the rarest courage since there are many who had rather meet their bitterest enemy in the field than their own hearts in their closet.
19, Even in the presence of others he was completely alone.
19, Alone let him constantly meditate in solitude on that which is salutary for his soul for he who meditates in solitude attains supreme bliss.
19, I have so many different personalities in me and I still feel lonely.
19, I never said 'I want to be alone.' I only said 'I want to be left alone.' There is all the difference.
19, Every man is born as many men and dies as a single one.
19, I paint self-portraits because I am so often alone because I am the person I know best.
19, As I get older I'm more and more comfortable being alone.
19, A man content to go to heaven alone will never go to heaven.
19, He that can live alone resembles the brute beast in nothing the sage in much and God in everything.
19, Remember we're all in this alone.
19, Solitude is the profoundest fact of the human condition. Man is the only being who knows he is alone.
19, Absolutely lonely people have few personal interactions of any kind.
19, Is he alone who has courage on his right hand and faith on his left hand?
19, Don't go away. I don't want to be alone. I can't stand being alone.
19, Inside myself is a place where I live all alone and that is where I renew my springs that never dry up.
19, Being alone is very difficult.
19, If you make friends with yourself you will never be alone.
19, Only the lonely know the way I feel tonight.
19, Be able to be alone. Lose not the advantage of solitude and the society of thyself.
19, The longer one is alone the easier it is to hear the song of the earth.
19, All of our unhappiness comes from our inability to be alone.
19, When the people you love are gone you're alone.
19, Nothing makes us so lonely as our secrets.
